region_key,month,day,TMIN,TMAX,IRRAD,VAP,WIND,RAIN,n_years
ia,2,26,-7.34,3.2,12512666.7,3.8554,3.4987,0.132,30
ia,2,27,-6.9033,3.1067,14265000.0,3.8562,3.2346,0.149,30
ia,2,28,-7.1833,2.8033,13475666.7,3.6362,3.5066,0.071,30
ia,3,1,-5.6733,3.7067,13662333.3,4.0468,3.3531,0.165,30
ia,3,2,-7.6367,3.09,14782333.3,3.6617,3.2959,0.055,30
ia,3,3,-7.06,2.8733,14635666.7,3.4721,3.414,0.0483,30
ia,3,4,-6.8433,4.2867,13676333.3,3.7246,3.0929,0.0733,30
ia,3,5,-4.4167,3.98,13667666.7,4.5775,3.4987,0.261,30
ia,3,6,-4.9567,6.11,15417000.0,4.5511,3.3261,0.0867,30
ia,3,7,-3.5833,5.8067,13558666.7,4.9085,3.6623,0.1677,30
ia,3,8,-3.9167,5.0133,13575000.0,4.8283,3.6618,0.294,30
ia,3,9,-4.24,5.0067,13888000.0,4.633,3.6077,0.3677,30
ia,3,10,-4.26,6.2767,15085333.3,4.6203,3.2052,0.1357,30
ia,3,11,-3.3533,7.6167,16410000.0,4.6217,3.4142,0.115,30
ia,3,12,-3.03,7.47,14668333.3,5.0219,3.3084,0.131,30
ia,3,13,-1.4933,9.14,14983666.7,5.6628,3.3888,0.1523,30
ia,3,14,-1.23,10.61,15465333.3,5.9143,3.1664,0.1057,30
ia,3,15,-2.2067,9.7367,15633666.7,5.5808,2.9667,0.1253,30
ia,3,16,-0.7767,10.15,15421333.3,5.8161,3.2207,0.0893,30
ia,3,17,0.19,9.9567,15749333.3,6.0672,3.3397,0.1363,30
ia,3,18,-0.62,8.6333,13914000.0,5.6633,3.2722,0.1997,30
ia,3,19,-1.49,9.8767,15387000.0,5.4704,3.1635,0.1837,30
ia,3,20,-0.59,10.6533,16428000.0,5.6023,3.3019,0.253,30
ia,3,21,-0.5633,11.1833,17460000.0,5.4678,3.2025,0.099,30
ia,3,22,-0.3333,10.1533,15486333.3,5.7179,2.9456,0.2453,30
ia,3,23,0.0867,9.8333,13982333.3,5.8979,3.1096,0.2603,30
ia,3,24,1.2967,9.5667,11945666.7,6.6221,3.4932,0.5327,30
ia,3,25,0.5633,9.4567,15873333.3,6.1895,3.6457,0.2603,30
ia,3,26,-0.1833,10.7333,15929000.0,6.1704,3.0553,0.1837,30
ia,3,27,1.1833,11.27,15099666.7,6.4784,3.418,0.2013,30
ia,3,28,0.66,11.6133,17001000.0,6.2016,3.1949,0.158,30
ia,3,29,1.4567,12.9267,17312333.3,6.109,3.5358,0.136,30
ia,3,30,2.92,14.43,14962333.3,6.8015,3.5296,0.336,30
ia,3,31,2.3667,13.33,16248666.7,6.8096,3.7628,0.4483,30
ia,4,1,1.0767,13.0867,18434333.3,6.138,3.4398,0.1487,30
ia,4,2,2.2567,14.9267,17525000.0,6.6575,3.2648,0.1863,30
ia,4,3,3.01,14.9133,15632666.7,6.8914,3.5164,0.2627,30
ia,4,4,0.6567,13.9033,18821333.3,5.673,3.6769,0.1593,30
ia,4,5,2.0767,14.7467,17571333.3,6.3527,3.3804,0.3133,30
ia,4,6,3.5533,14.71,17091666.7,7.1464,3.9786,0.3967,30
ia,4,7,2.9767,14.0867,16318666.7,7.2063,3.9604,0.392,30
ia,4,8,1.9133,13.6067,18071666.7,6.6003,3.4358,0.2513,30
ia,4,9,1.4433,14.6367,18351666.7,6.4498,3.1211,0.2527,30
ia,4,10,3.65,15.6767,17260666.7,6.8575,3.7195,0.4497,30
ia,4,11,4.07,16.0133,16805666.7,7.4895,3.6175,0.5547,30
ia,4,12,4.0533,15.5333,17667333.3,7.2948,3.7437,0.294,30
ia,4,13,3.6633,17.1567,19694333.3,7.2594,3.5806,0.361,30
ia,4,14,4.5667,17.0333,20101666.7,7.6705,3.6266,0.3857,30
ia,4,15,5.3967,17.7433,18495000.0,7.9503,3.8651,0.4717,30
ia,4,16,4.9467,16.44,18566666.7,8.0755,4.087,0.2933,30
ia,4,17,4.4933,16.7333,19498666.7,7.8421,3.0577,0.2103,30
ia,4,18,6.2433,17.4333,17947000.0,8.5655,3.4276,0.5437,30
ia,4,19,5.4633,16.9067,17327666.7,8.6707,3.4475,0.587,30
ia,4,20,5.34,15.9067,16130333.3,8.2539,3.4805,0.4793,30
ia,4,21,5.26,16.6567,19076666.7,7.9422,3.4949,0.2663,30
ia,4,22,5.4633,17.7333,19442666.7,8.0653,3.1436,0.4847,30
ia,4,23,5.4767,18.4567,21094000.0,7.8508,3.3266,0.1767,30
ia,4,24,6.4233,18.9067,19879666.7,8.2468,3.2255,0.2867,30
ia,4,25,6.3533,18.14,18276000.0,8.2611,3.4305,0.428,30
ia,4,26,5.6,17.4633,18746000.0,7.9743,3.4336,0.417,30
ia,4,27,5.82,17.9267,18906000.0,7.8706,3.5442,0.4707,30
ia,4,28,6.35,17.76,18877333.3,8.5207,3.3457,0.3553,30
ia,4,29,7.2633,17.9067,17474000.0,8.9844,3.5088,0.2783,30
ia,4,30,7.9933,18.29,16193666.7,9.5053,3.5907,0.7473,30
ia,5,1,7.9867,18.29,18361333.3,8.9561,3.7391,0.2113,30
ia,5,2,7.2133,18.51,18977333.3,9.1359,3.1144,0.66,30
ia,5,3,6.94,18.82,20261666.7,9.2012,2.9978,0.422,30
ia,5,4,7.9467,20.6167,20764333.3,9.6079,3.254,0.3333,30
ia,5,5,9.38,21.2733,20412333.3,10.2368,3.2907,0.34,30
ia,5,6,10.23,21.6333,19315333.3,11.6437,3.1156,0.2847,30
ia,5,7,11.0767,21.7433,19687000.0,11.6248,3.2114,0.475,30
ia,5,8,11.16,21.51,17596333.3,11.8311,3.5691,0.5933,30
ia,5,9,10.4633,21.53,19348333.3,12.102,3.4173,0.5657,30
ia,5,10,10.2867,21.8633,18957000.0,11.7556,3.0378,0.5583,30
ia,5,11,10.3533,21.18,18908000.0,11.4839,3.5275,0.5767,30
ia,5,12,9.1233,19.55,19464666.7,10.6421,3.458,0.7057,30
ia,5,13,8.7633,20.06,18261000.0,10.3562,3.3043,0.5067,30
ia,5,14,9.5967,21.1533,21263333.3,10.6124,3.5658,0.334,30
ia,5,15,10.1967,22.2367,20785666.7,11.5545,2.9222,0.2403,30
ia,5,16,11.0367,23.6867,23262333.3,12.0579,2.9552,0.1647,30
ia,5,17,11.8133,23.6967,21476666.7,12.6948,3.079,0.3643,30
ia,5,18,11.85,23.38,22515333.3,12.0944,3.4168,0.285,30
ia,5,19,11.5267,23.48,21527000.0,12.728,3.2653,0.3777,30
ia,5,20,12.0233,22.5433,19581333.3,12.5716,3.2131,0.3713,30
ia,5,21,11.13,22.12,20997333.3,12.187,3.0072,0.654,30
ia,5,22,11.4367,23.3133,22006333.3,12.0149,3.1831,0.2723,30
ia,5,23,13.34,23.23,20878666.7,13.315,3.3287,0.3723,30
ia,5,24,12.87,23.3633,19695333.3,13.5769,3.3347,0.7027,30
ia,5,25,12.8167,22.7,18522333.3,13.9348,3.1032,0.784,30
ia,5,26,12.4567,22.7833,19320666.7,13.8524,2.7857,0.9327,30
ia,5,27,12.63,23.6567,19137333.3,14.0083,2.9957,0.6933,30
ia,5,28,13.7433,23.73,20730333.3,14.4345,3.0359,0.281,30
ia,5,29,13.8633,24.7833,23134000.0,14.4153,2.9061,0.335,30
ia,5,30,14.9433,25.6667,22326000.0,15.5688,3.0632,0.3657,30
ia,5,31,14.2267,25.25,22362666.7,14.6452,2.9427,0.4073,30
ia,6,1,13.9767,25.0167,22541666.7,14.8084,2.4962,0.2483,30
ia,6,2,13.9167,24.9767,22644333.3,14.7041,2.8012,0.33,30
ia,6,3,13.9667,25.2667,23396333.3,14.8332,2.7258,0.2217,30
ia,6,4,15.2467,25.65,21126333.3,15.6021,2.6171,0.4657,30
ia,6,5,15.2067,25.9367,22045666.7,16.1786,2.8307,0.7117,30
ia,6,6,15.4967,26.74,23296000.0,16.5025,2.902,0.4583,30
ia,6,7,16.27,27.0133,23813333.3,17.038,2.8199,0.1577,30
ia,6,8,16.4167,26.6733,22030000.0,16.7067,3.033,0.81,30
ia,6,9,15.6333,26.7067,22661000.0,16.3596,2.7895,0.3,30
ia,6,10,16.53,26.4833,21104333.3,17.237,2.9257,0.502,30
ia,6,11,16.7267,26.7867,20233000.0,18.2961,2.8486,0.5867,30
ia,6,12,16.44,26.8567,22824666.7,17.8531,2.4176,0.271,30
ia,6,13,16.32,27.21,25195333.3,16.6849,2.6568,0.411,30
ia,6,14,16.68,27.1633,22551000.0,16.5883,3.1922,0.4207,30
ia,6,15,17.2567,27.7667,22105666.7,17.8429,2.92,0.4467,30
ia,6,16,16.8967,27.6,25500333.3,17.5752,2.6868,0.3357,30
ia,6,17,16.84,28.1167,25357333.3,18.1414,2.5718,0.2483,30
ia,6,18,18.37,27.89,22546666.7,19.4577,2.9157,0.5377,30
ia,6,19,17.2567,28.1067,23994000.0,17.9704,2.8115,0.5617,30
ia,6,20,18.09,28.0833,22442666.7,19.0628,2.6604,0.5107,30
ia,6,21,18.53,28.1333,23407333.3,19.434,2.8058,0.7483,30
ia,6,22,18.06,28.39,22479333.3,19.4812,2.6286,0.3977,30
ia,6,23,17.8933,27.9267,22637000.0,19.4644,2.6743,0.5507,30
ia,6,24,17.8733,27.8467,23151000.0,19.5848,2.7411,0.346,30
ia,6,25,18.3233,28.11,23133000.0,20.7098,2.7933,0.552,30
ia,6,26,18.2667,27.8467,24472333.3,20.0388,2.7196,0.551,30
ia,6,27,17.8133,28.2633,24952666.7,19.5699,2.501,0.1803,30
ia,6,28,18.16,27.4567,23362333.3,19.5112,2.7988,0.4227,30
ia,6,29,17.97,27.8,24041333.3,20.0627,2.7074,0.111,30
ia,6,30,17.9167,27.8033,24918333.3,19.765,2.507,0.3573,30
ia,7,1,17.65,27.5233,25308000.0,18.8238,2.6463,0.1907,30
ia,7,2,17.3967,27.6867,24367666.7,19.3145,2.6602,0.2783,30
ia,7,3,17.9867,28.0533,22932666.7,20.1954,2.433,0.3733,30
ia,7,4,18.7833,28.26,22236666.7,21.3262,2.4691,0.425,30
ia,7,5,18.5933,28.3833,23641000.0,21.1294,2.4074,0.4377,30
ia,7,6,18.6967,29.08,24796000.0,21.166,2.3022,0.2863,30
ia,7,7,18.63,28.5067,23679000.0,20.9794,2.2747,0.2303,30
ia,7,8,18.81,28.25,23757666.7,20.865,2.4421,0.3117,30
ia,7,9,18.0333,28.8033,23568666.7,20.6753,2.3192,0.513,30
ia,7,10,18.6867,28.32,23654666.7,20.978,2.5525,0.252,30
ia,7,11,18.6433,28.01,22523333.3,20.8214,2.7172,0.296,30
ia,7,12,18.3967,28.3933,23275333.3,20.6722,2.4643,0.366,30
ia,7,13,18.6833,28.9633,25097333.3,21.3247,2.3085,0.19,30
ia,7,14,19.0733,29.1733,24839000.0,21.4672,2.5891,0.2253,30
ia,7,15,18.7133,29.06,24657333.3,21.6466,2.3238,0.4217,30
ia,7,16,18.9,29.1833,24055000.0,21.8784,2.2716,0.2313,30
ia,7,17,19.2033,29.55,24807666.7,22.3544,2.3717,0.2547,30
ia,7,18,19.5333,29.5333,23919333.3,22.5655,2.404,0.2503,30
ia,7,19,19.59,29.3533,23106333.3,22.497,2.2852,0.316,30
ia,7,20,19.83,29.46,23138333.3,22.9877,2.5115,0.17,30
ia,7,21,19.3833,28.71,22723666.7,22.1166,2.4107,0.366,30
ia,7,22,18.9667,28.74,23087666.7,22.1085,2.1976,0.2487,30
ia,7,23,18.28,28.7333,23841333.3,21.2451,2.218,0.24,30
ia,7,24,18.6767,28.4967,23815333.3,21.0662,2.3413,0.182,30
ia,7,25,18.6267,28.82,22727333.3,21.1235,2.5484,0.209,30
ia,7,26,19.19,28.93,22275666.7,22.1417,2.2831,0.396,30
ia,7,27,18.7867,28.7667,22461666.7,22.0145,2.5355,0.2103,30
ia,7,28,18.61,28.4533,22888333.3,21.7301,2.3111,0.273,30
ia,7,29,17.73,28.0633,23503000.0,20.6902,2.081,0.235,30
ia,7,30,17.8833,28.0167,23615666.7,20.3966,2.2019,0.1777,30
ia,7,31,17.9867,28.6467,24605000.0,20.5729,2.2589,0.196,30
ia,8,1,18.2133,28.79,24000000.0,20.5152,2.3844,0.0693,30
ia,8,2,18.3233,28.5967,22278333.3,20.727,2.2709,0.1293,30
ia,8,3,18.4667,28.9467,22652666.7,21.0714,2.3013,0.22,30
ia,8,4,18.3967,28.3167,21593000.0,21.0226,2.2486,0.3627,30
ia,8,5,17.97,27.34,20787333.3,20.3167,2.3901,0.3637,30
ia,8,6,17.6633,27.6,19372333.3,20.6085,2.1677,0.291,30
ia,8,7,18.0567,28.0667,21008666.7,20.7716,2.3832,0.5277,30
ia,8,8,18.1233,28.1667,21585000.0,20.7268,2.3458,0.194,30
ia,8,9,18.1667,28.2433,22322666.7,21.0162,2.3053,0.444,30
ia,8,10,17.6933,27.9233,22048333.3,20.5351,2.1559,0.3037,30
ia,8,11,17.1133,27.2567,21259333.3,19.9755,2.1107,0.304,30
ia,8,12,17.47,27.06,19409000.0,20.3281,2.3125,0.543,30
ia,8,13,17.2233,26.91,20140000.0,19.8146,2.4797,0.2253,30
ia,8,14,16.26,26.5633,21448333.3,19.0362,2.2033,0.158,30
ia,8,15,16.4367,26.5667,20130333.3,19.0064,2.3243,0.3617,30
ia,8,16,16.6733,27.1467,21199666.7,19.4219,2.4129,0.274,30
ia,8,17,16.98,27.03,19660000.0,19.5872,2.3657,0.254,30
ia,8,18,16.35,26.8067,19421000.0,19.5074,2.2816,0.4307,30
ia,8,19,16.52,26.7967,19477666.7,19.5781,2.4528,0.2537,30
ia,8,20,16.8333,26.7333,19410000.0,19.6311,2.4897,0.4573,30
ia,8,21,17.2733,27.37,19892666.7,19.6475,2.5747,0.2567,30
ia,8,22,17.0633,27.4433,20289666.7,19.9979,2.4291,0.578,30
ia,8,23,17.09,27.85,20895000.0,20.1801,2.4433,0.3607,30
ia,8,24,18.05,28.0933,19473000.0,20.4904,2.7938,0.2427,30
ia,8,25,17.56,27.81,19947333.3,20.1742,2.4545,0.1673,30
ia,8,26,17.75,27.81,18634000.0,20.7963,2.2807,0.2643,30
ia,8,27,17.67,27.7867,18400333.3,20.6193,2.6137,0.329,30
ia,8,28,17.6333,28.0367,18594000.0,20.5006,2.5319,0.6863,30
ia,8,29,16.8233,27.74,20555666.7,19.6382,2.5185,0.1787,30
ia,8,30,16.0633,26.81,19778666.7,18.0423,2.4639,0.2703,30
ia,8,31,15.8567,26.9033,19482333.3,18.0733,2.4119,0.1393,30
ia,9,1,15.6,26.9767,20487333.3,18.0775,2.5699,0.4097,30
ia,9,2,16.07,27.5533,19289333.3,18.3118,2.573,0.1593,30
ia,9,3,15.92,26.9,19281333.3,17.9708,2.6863,0.2947,30
ia,9,4,15.3867,26.9233,19732333.3,17.2586,2.6281,0.081,30
ia,9,5,15.3167,26.9133,19018333.3,17.2308,2.8048,0.2017,30
ia,9,6,15.3767,26.99,18619666.7,17.535,2.9063,0.0957,30
ia,9,7,14.8667,26.2167,17694000.0,16.563,2.5139,0.4587,30
ia,9,8,13.2667,24.7167,18168000.0,15.2797,2.5714,0.361,30
ia,9,9,13.2933,24.73,18052000.0,15.3588,2.6688,0.223,30
ia,9,10,13.8233,24.9833,16515000.0,15.1696,3.0428,0.498,30
ia,9,11,13.64,25.3833,18198000.0,15.2257,2.9353,0.2117,30
ia,9,12,13.08,24.77,17220333.3,14.8256,2.648,0.3597,30
ia,9,13,12.46,24.6,16694666.7,14.4362,2.6384,0.1947,30
ia,9,14,12.1567,24.3767,16988666.7,13.9517,2.7268,0.1873,30
ia,9,15,12.6,24.0267,17474666.7,14.1844,2.7545,0.1183,30
ia,9,16,13.08,24.6833,17059000.0,14.8139,2.7555,0.1547,30
ia,9,17,13.2267,24.36,15965333.3,14.9333,2.8192,0.293,30
ia,9,18,13.2567,24.89,14935333.3,15.1381,2.8896,0.2253,30
ia,9,19,14.1067,24.5533,14531666.7,15.8811,3.2198,0.6687,30
ia,9,20,12.9167,24.5933,16817000.0,14.7672,3.1884,0.2143,30
ia,9,21,12.32,23.43,14160000.0,13.6378,3.2823,0.2443,30
ia,9,22,10.8833,21.83,14516333.3,13.3034,2.9629,0.5137,30
ia,9,23,11.1167,22.1267,14493333.3,13.2239,2.8889,0.269,30
ia,9,24,11.6033,22.1667,15236000.0,13.3276,2.9267,0.1913,30
ia,9,25,10.9433,23.3067,15007666.7,13.0764,2.5094,0.3523,30
ia,9,26,10.7867,22.94,16035000.0,12.5182,2.8326,0.2963,30
ia,9,27,10.6833,22.9867,15178000.0,12.3381,2.7921,0.0997,30
ia,9,28,9.6967,22.05,15047666.7,11.6705,3.0433,0.106,30
ia,9,29,9.6467,22.1667,15755666.7,11.3885,3.0153,0.3497,30
ia,9,30,10.8767,23.0133,15681000.0,11.8161,3.6247,0.059,30
ia,10,1,10.27,21.78,13394333.3,11.7753,3.1135,0.4653,30
ia,10,2,9.2633,21.0067,12726333.3,11.4985,2.9631,0.4333,30
ia,10,3,9.8133,21.0533,13554000.0,11.7262,3.2131,0.091,30
ia,10,4,8.1367,20.4333,14175333.3,10.3902,3.2574,0.1733,30
ia,10,5,8.8267,20.5133,12470000.0,10.7504,3.152,0.2927,30
ia,10,6,8.9067,19.3167,12623333.3,10.6675,3.3498,0.1783,30
ia,10,7,7.9167,19.35,13071333.3,10.1138,3.363,0.3807,30
ia,10,8,7.9567,21.0633,14290000.0,10.2353,2.9174,0.229,30
ia,10,9,8.0033,19.9267,13372333.3,9.9468,3.0699,0.2233,30
ia,10,10,7.1367,19.5033,13127333.3,9.6353,2.9743,0.133,30
ia,10,11,7.75,19.6167,12974333.3,9.9612,3.2567,0.105,30
ia,10,12,8.12,18.7267,11317000.0,10.0411,3.5088,0.2713,30
ia,10,13,7.0,17.1,11002000.0,9.3539,3.4757,0.5073,30
ia,10,14,5.41,16.1233,11087333.3,8.3241,3.5842,0.528,30
ia,10,15,5.45,15.9833,11712000.0,8.0093,3.2696,0.1997,30
ia,10,16,4.8833,15.8267,11806333.3,8.0819,2.9952,0.046,30
ia,10,17,5.4033,16.59,11434666.7,8.1551,3.1017,0.134,30
ia,10,18,5.0533,17.1267,11803000.0,7.571,3.4496,0.2577,30
ia,10,19,5.7533,16.76,11207000.0,8.0411,3.2696,0.0667,30
ia,10,20,5.5033,17.2533,10863666.7,8.0379,3.0265,0.0243,30
ia,10,21,5.6,16.6633,10763000.0,8.1349,3.1544,0.1737,30
ia,10,22,4.6933,15.0567,9238333.3,7.9122,3.2205,0.441,30
ia,10,23,5.8467,15.0033,8912000.0,8.8404,3.4405,0.541,30
ia,10,24,4.42,14.45,9541666.7,8.7562,3.1886,0.198,30
ia,10,25,4.3867,14.8,10420666.7,7.9678,3.106,0.1957,30
ia,10,26,4.1767,13.16,9712000.0,7.764,3.3148,0.2813,30
ia,10,27,3.0867,12.9033,9984666.7,7.2559,3.0905,0.1433,30
ia,10,28,2.8867,12.7433,10044666.7,7.1864,3.4401,0.1893,30
ia,10,29,4.1133,14.5033,8832666.7,8.106,3.3488,0.1567,30
ia,10,30,5.0933,14.76,8963000.0,8.2089,3.521,0.1933,30
ia,10,31,2.0667,12.24,9777000.0,6.8879,3.374,0.1027,30
ia,11,1,1.7667,12.9133,9885000.0,6.6888,3.0347,0.141,30
ia,11,2,1.69,12.33,9540666.7,6.3255,3.3797,0.1563,30
ia,11,3,1.6333,12.4133,8914000.0,6.5974,3.074,0.254,30
ia,11,4,2.82,12.42,8604000.0,7.1957,3.0857,0.297,30
ia,11,5,2.58,12.2467,8026000.0,7.1162,3.118,0.2113,30
ia,11,6,2.9233,12.7,9275666.7,7.2918,3.4741,0.2907,30
ia,11,7,1.33,11.8133,9524000.0,6.3972,2.9497,0.0263,30
ia,11,8,1.6333,12.0033,9216000.0,6.4486,3.2344,0.065,30
ia,11,9,1.91,12.0333,8724000.0,6.6855,3.4827,0.1093,30
ia,11,10,0.5233,10.9233,7560333.3,6.34,3.7216,0.3243,30
ia,11,11,-1.42,8.52,8676000.0,5.4313,3.4923,0.2897,30
ia,11,12,-1.9767,6.9433,8617000.0,5.1592,3.3014,0.127,30
ia,11,13,-1.8167,7.89,7854666.7,5.1705,3.2476,0.2103,30
ia,11,14,0.2233,8.5567,7273666.7,5.8115,3.187,0.0447,30
ia,11,15,-0.7867,8.86,7924333.3,5.7193,3.0105,0.106,30
ia,11,16,-0.5567,8.6567,7942000.0,6.0137,3.3848,0.103,30
ia,11,17,-0.6333,8.3933,7597666.7,6.0063,3.3117,0.2337,30
ia,11,18,-0.9633,8.1233,7159666.7,5.9633,3.3814,0.173,30
ia,11,19,-0.8967,8.7733,7925666.7,5.5231,3.646,0.1263,30
ia,11,20,-1.8567,7.3233,7274333.3,4.9665,3.2681,0.0393,30
ia,11,21,-2.8033,7.0433,7800333.3,4.8873,3.3026,0.1177,30
ia,11,22,-2.4333,6.02,6917333.3,4.9823,2.9746,0.0533,30
ia,11,23,-2.1733,6.7033,7319666.7,5.3955,3.1252,0.184,30
ia,11,24,-2.6833,6.61,7215000.0,5.0985,3.4571,0.1673,30
ia,11,25,-2.7267,6.0,7251000.0,4.8324,3.1611,0.026,30
ia,11,26,-3.4167,5.88,6859666.7,4.8588,3.0002,0.1713,30
ia,11,27,-4.1433,5.1467,6645333.3,4.8885,3.1264,0.1687,30
ia,11,28,-4.09,5.57,6892333.3,5.0318,2.9988,0.203,30
ia,11,29,-3.0,5.93,5975000.0,4.7799,3.2928,0.1077,30
ia,11,30,-4.2067,4.81,7067666.7,4.3576,3.2899,0.139,30
ia,12,1,-4.1533,4.25,6433000.0,4.2419,3.4973,0.1863,30
ia,12,2,-3.6733,5.0333,6574666.7,4.6437,2.8685,0.07,30
ia,12,3,-4.5567,4.1467,6640000.0,4.8886,2.8446,0.1973,30
ia,12,4,-3.8933,3.83,5835333.3,4.9661,2.9262,0.0773,30
ia,12,5,-5.9533,2.72,6899666.7,4.2942,3.4712,0.075,30
ia,12,6,-6.2833,1.9,6388333.3,3.7724,3.1312,0.0517,30
ia,12,7,-7.3867,1.4533,6976666.7,3.658,2.7002,0.0193,30
ia,12,8,-6.2867,1.7367,6164666.7,3.9004,2.766,0.1243,30
ia,12,9,-7.1867,1.7567,6586666.7,3.8448,3.3524,0.174,30
ia,12,10,-7.92,0.9367,6719333.3,3.7581,3.2923,0.075,30
ia,12,11,-6.6767,0.4567,6182000.0,3.9611,3.112,0.1743,30
ia,12,12,-7.3367,0.7133,6415666.7,3.9683,3.0438,0.0913,30
ia,12,13,-6.4733,2.24,6021000.0,4.1911,2.8965,0.1743,30
ia,12,14,-5.92,2.73,6171666.7,4.6341,3.0529,0.339,30
ia,12,15,-5.38,1.69,6050666.7,4.6149,3.2294,0.0977,30
ia,12,16,-6.8533,1.7333,5574333.3,4.0024,3.2899,0.099,30
ia,12,17,-8.61,-0.7433,6817333.3,3.4205,2.8125,0.0227,30
ia,12,18,-8.3267,-0.3733,6960333.3,3.6609,3.0823,0.0543,30
ia,12,19,-8.63,-0.19,6573666.7,3.4636,3.2684,0.086,30
ia,12,20,-7.6433,0.2667,5761666.7,3.475,3.2964,0.1323,30
